trade_id,trade_date,entry_hour,side,entry_time,exit_time,entry,exit,sl,tp,risk_distance,bars_in_trade,pnl,r_multiple,exit_reason,be_activated,mfe_r,mae_r,best_r,worst_r,orb_high,orb_low,atr_at_entry,adx_h1_at_entry,balance_after
1,2024-11-12,9,SELL,2024-11-12 09:25:00,2024-11-12 10:55:00,2600.18,2600.57,2618.347874866859,2574.744975186397,18.167874866859165,19,-1.0733231125224885,-0.0215,timeout,False,0.2741,0.349,0.2741,0.349,2618.07,2603.41,2.7787486685864997,44.796238112066106,9998.926676887477
2,2024-11-13,10,SELL,2024-11-13 10:15:00,2024-11-13 10:30:00,2601.75,2607.971884057548,2607.971884057548,2593.039362319433,6.221884057547868,4,-49.994633384437385,-1.0,sl,False,0.1221,1.0608,0.1221,1.0608,2607.82,2603.51,1.5188405754754606,29.533233301673427,9948.932043503039
3,2024-11-14,9,SELL,2024-11-14 09:15:00,2024-11-14 10:45:00,2550.88,2556.32,2565.341877436427,2530.6333715890028,14.461877436426676,19,-18.712020812848866,-0.3762,timeout,False,0.0249,0.6126,0.0249,0.6126,2565.12,2551.81,2.2187743642678837,36.54586343925001,9930.22002269019
4,2024-11-26,9,SELL,2024-11-26 09:30:00,2024-11-26 11:00:00,2616.05,2614.77,2626.636161148267,2601.2293743924265,10.58616114826691,19,6.003442348469412,0.1209,timeout,False,0.4969,0.2116,0.4969,0.2116,2626.44,2617.81,1.961611482668675,46.77548264788843,9936.223465038658
5,2024-12-13,9,SELL,2024-12-13 09:30:00,2024-12-13 11:00:00,2682.64,2671.4889339112524,2690.605047206248,2671.4889339112524,7.965047206248073,19,69.55356425527174,1.4,tp,True,1.4677,0.2624,1.4677,0.2624,2690.44,2683.26,1.6504720624775036,28.88259070411759,10005.77702929393
6,2025-02-27,11,SELL,2025-02-27 11:40:00,2025-02-27 13:10:00,2888.13,2893.87,2898.7788031762843,2873.221675553202,10.648803176284218,19,-26.96695543967488,-0.539,timeout,False,0.2169,0.6498,0.2169,0.6498,2898.42,2888.6,3.5880317628431397,36.871040863426174,9978.810073854254
7,2025-02-28,11,SELL,2025-02-28 11:45:00,2025-02-28 13:15:00,2860.98,2860.09,2867.210840138496,2852.2568238061053,6.230840138496205,19,7.126760411375641,0.1428,timeout,False,0.2247,0.6243,0.2247,0.6243,2866.98,2861.72,2.308401384959815,45.747534048842525,9985.93683426563
8,2025-04-04,13,SELL,2025-04-04 13:25:00,2025-04-04 13:30:00,3095.18,3109.1463779811534,3109.1463779811534,3075.627070826385,13.966377981153528,2,-49.929684171328155,-1.0,sl,False,0.0236,1.3955,0.0236,1.3955,3108.75,3096.05,3.963779811534532,26.365409968726713,9936.007150094303
9,2025-04-07,9,SELL,2025-04-07 09:30:00,2025-04-07 11:00:00,3018.61,3022.08,3045.0099236533315,2981.6501068853363,26.39992365333137,19,-6.529932673967131,-0.1314,timeout,False,0.2004,0.4814,0.2004,0.4814,3044.44,3018.91,5.699236533313334,26.900582176831403,9929.477217420335
10,2025-04-23,9,SELL,2025-04-23 09:45:00,2025-04-23 11:15:00,3312.63,3310.13,3350.069272425284,3260.215018604603,37.43927242528389,19,3.3151943715106276,0.0668,timeout,False,0.5604,0.2102,0.5604,0.2102,3349.41,3315.86,6.592724252841525,39.27070472868572,9932.792411791846
